Date,Segment,Easter,DRV,HL,Precio,NPrecio,INPC,IGAE,TAVG,PRCP
01/01/2013,Core_Media,No Easter,Norte,15.0486,10.0376,9.9071,80.8928,97.9670,59.7484,0.1860
01/01/2013,Core_Media,No Easter,Occidente,16.2117,9.8579,9.7668,80.8928,97.9670,61.4581,0.2146
01/01/2013,Core_Media,No Easter,Sureste,15.7278,9.7566,9.6474,80.8928,97.9670,76.2103,1.6109
01/01/2013,Core_Mega,No Easter,Central-Bajio,17.1962,9.7559,9.6720,80.8928,97.9670,63.2289,0.4001
01/01/2013,Core_Mega,No Easter,Centro Sur,15.9924,9.6910,9.6167,80.8928,97.9670,71.7097,0.0000
01/01/2013,Core_Mega,No Easter,Norte,15.6253,9.7108,9.6015,80.8928,97.9670,59.7131,0.2013
01/01/2013,Core_Mega,No Easter,Occidente,16.2991,9.7175,9.6280,80.8928,97.9670,61.9536,0.1709
01/01/2013,Core_Mega,No Easter,Sureste,14.9911,9.4735,9.4085,80.8928,97.9670,75.9000,1.6711
01/01/2013,High.End_Bote,No Easter,Central-Bajio,9.2908,10.4295,10.3943,80.8928,97.9670,62.9441,0.4133
01/01/2013,High.End_Bote,No Easter,Centro Sur,7.8493,10.4764,10.4606,80.8928,97.9670,71.7097,0.0000
01/01/2013,High.End_Bote,No Easter,Norte,5.6732,10.3444,10.2926,80.8928,97.9670,55.3339,0.1320
01/01/2013,High.End_Bote,No Easter,Occidente,8.3750,10.3332,10.2219,80.8928,97.9670,59.1003,0.2644
01/01/2013,High.End_Bote,No Easter,Sureste,4.0252,10.4563,10.3900,80.8928,97.9670,75.8710,1.7700
01/01/2013,High.End_Media,No Easter,Central-Bajio,4.7501,11.5644,11.5132,80.8928,97.9670,75.7097,0.5900
01/01/2013,Value_Bote,No Easter,Norte,3.9985,9.6431,9.5386,80.8928,97.9670,66.2258,0.5500
01/01/2013,Value_Media,No Easter,Central-Bajio,14.4265,10.1572,10.0890,80.8928,97.9670,63.5021,0.4116
01/01/2013,Value_Media,No Easter,Centro Sur,12.9906,10.1434,10.0672,80.8928,97.9670,71.7097,0.0000
01/01/2013,Value_Media,No Easter,Norte,13.3040,10.1641,9.9988,80.8928,97.9670,60.2932,0.2010
01/01/2013,Value_Media,No Easter,Occidente,13.2067,10.1236,10.0705,80.8928,97.9670,61.1283,0.2418
01/01/2013,Value_Media,No Easter,Sureste,12.7205,10.0896,9.9637,80.8928,97.9670,75.9288,1.6112
01/02/2013,Core.plus_Bote,No Easter,Central-Bajio,15.9046,10.2445,10.0870,81.2909,94.6710,67.0375,0.0223
01/02/2013,Core.plus_Bote,No Easter,Centro Sur,14.4945,10.2138,10.1341,81.2909,94.6710,75.6071,0.0000
01/02/2013,Core.plus_Bote,No Easter,Norte,15.6400,10.1981,10.0887,81.2909,94.6710,65.4314,0.0237
01/02/2013,Core.plus_Bote,No Easter,Occidente,15.7266,10.2209,10.1061,81.2909,94.6710,65.3395,0.0000
01/02/2013,Core.plus_Bote,No Easter,Sureste,15.5141,10.2040,10.0762,81.2909,94.6710,77.9337,0.4926
01/02/2013,Core.plus_Familiar,No Easter,Norte,10.3092,10.2862,10.2130,81.2909,94.6710,60.8474,0.0478
01/02/2013,Core.plus_Laton,No Easter,Norte,9.9446,10.1095,10.0652,81.2909,94.6710,72.6429,0.0000
01/02/2013,Core.plus_Laton,No Easter,Sureste,10.6701,9.8129,9.7840,81.2909,94.6710,76.3929,0.6000
01/02/2013,Core.plus_Media,No Easter,Central-Bajio,13.1116,10.3214,10.2686,81.2909,94.6710,66.0810,0.0202
01/02/2013,Core.plus_Media,No Easter,Centro Sur,11.3099,10.2772,10.1529,81.2909,94.6710,75.6071,0.0000
01/02/2013,Core.plus_Media,No Easter,Norte,11.5873,10.3009,10.2247,81.2909,94.6710,65.1149,0.0269
01/02/2013,Core.plus_Media,No Easter,Occidente,11.6302,10.2885,10.1577,81.2909,94.6710,65.5709,0.0000
01/02/2013,Core.plus_Media,No Easter,Sureste,12.1069,10.2403,10.1301,81.2909,94.6710,78.1054,0.4844
01/02/2013,Core_Bote,No Easter,Central-Bajio,13.5773,10.1739,10.1268,81.2909,94.6710,65.8714,0.0195
01/02/2013,Core_Bote,No Easter,Centro Sur,10.4412,10.2316,10.1693,81.2909,94.6710,75.6071,0.0000
01/02/2013,Core_Bote,No Easter,Norte,13.9247,10.2711,10.1646,81.2909,94.6710,64.0079,0.0316
01/02/2013,Core_Bote,No Easter,Occidente,14.4218,10.2146,10.1057,81.2909,94.6710,65.9583,0.0000
01/02/2013,Core_Bote,No Easter,Sureste,12.6260,10.0900,9.9636,81.2909,94.6710,77.7575,0.4755
01/02/2013,Core_Cuarto,No Easter,Central-Bajio,14.3051,9.9836,9.9022,81.2909,94.6710,66.7570,0.0237
01/02/2013,Core_Cuarto,No Easter,Centro Sur,13.6039,10.0229,9.8936,81.2909,94.6710,75.6071,0.0000
01/02/2013,Core_Cuarto,No Easter,Norte,13.8759,10.0105,9.8754,81.2909,94.6710,66.6126,0.0162
01/02/2013,Core_Cuarto,No Easter,Occidente,14.5193,9.9789,9.8635,81.2909,94.6710,67.3155,0.0000
01/02/2013,Core_Cuarto,No Easter,Sureste,15.1664,9.8918,9.7987,81.2909,94.6710,78.1775,0.4941
01/02/2013,Core_Familiar,No Easter,Central-Bajio,16.1208,9.7255,9.6560,81.2909,94.6710,66.6598,0.0219
01/02/2013,Core_Familiar,No Easter,Centro Sur,13.9896,9.7896,9.7238,81.2909,94.6710,75.6071,0.0000
01/02/2013,Core_Familiar,No Easter,Norte,15.5013,9.8521,9.7530,81.2909,94.6710,64.6862,0.0261
01/02/2013,Core_Familiar,No Easter,Occidente,14.9428,9.8161,9.7334,81.2909,94.6710,66.9019,0.0000
01/02/2013,Core_Familiar,No Easter,Sureste,15.4312,9.7590,9.6534,81.2909,94.6710,78.2188,0.4548
01/02/2013,Core_Laton,No Easter,Central-Bajio,12.3403,9.9135,9.8811,81.2909,94.6710,63.4874,0.0000
01/02/2013,Core_Laton,No Easter,Norte,11.1644,10.3860,10.3278,81.2909,94.6710,64.2056,0.0264
01/02/2013,Core_Laton,No Easter,Occidente,14.0161,10.0477,9.9503,81.2909,94.6710,64.6160,0.0000
01/02/2013,Core_Laton,No Easter,Sureste,9.1346,9.9812,9.8620,81.2909,94.6710,77.4857,0.7754
01/02/2013,Core_Media,No Easter,Central-Bajio,16.6223,9.8265,9.7457,81.2909,94.6710,66.7129,0.0237
01/02/2013,Core_Media,No Easter,Centro Sur,16.0785,9.8197,9.7287,81.2909,94.6710,75.6071,0.0000
01/02/2013,Core_Media,No Easter,Norte,15.1204,10.0386,9.9369,81.2909,94.6710,65.0997,0.0253
01/02/2013,Core_Media,No Easter,Occidente,16.2132,9.8625,9.7703,81.2909,94.6710,65.4335,0.0000
01/02/2013,Core_Media,No Easter,Sureste,15.6886,9.7553,9.6671,81.2909,94.6710,77.9883,0.4471
01/02/2013,Core_Mega,No Easter,Central-Bajio,17.3175,9.7599,9.6781,81.2909,94.6710,66.4957,0.0225
01/02/2013,Core_Mega,No Easter,Centro Sur,16.0010,9.7322,9.6622,81.2909,94.6710,75.6071,0.0000
01/02/2013,Core_Mega,No Easter,Norte,15.8819,9.6948,9.6074,81.2909,94.6710,65.1390,0.0277
01/02/2013,Core_Mega,No Easter,Occidente,16.4631,9.7002,9.6131,81.2909,94.6710,66.0265,0.0000
01/02/2013,Core_Mega,No Easter,Sureste,14.9465,9.5462,9.4814,81.2909,94.6710,78.0249,0.5707
01/02/2013,High.End_Bote,No Easter,Central-Bajio,9.4211,10.4594,10.4257,81.2909,94.6710,65.8718,0.0204
01/02/2013,High.End_Bote,No Easter,Centro Sur,7.6940,10.4898,10.4787,81.2909,94.6710,75.6071,0.0000
01/02/2013,High.End_Bote,No Easter,Norte,5.2993,10.3904,10.3456,81.2909,94.6710,63.0000,0.0430
01/02/2013,High.End_Bote,No Easter,Occidente,8.7049,10.3116,10.2262,81.2909,94.6710,64.0972,0.0000
01/02/2013,High.End_Bote,No Easter,Sureste,4.3038,10.4382,10.3862,81.2909,94.6710,77.2593,0.3000
01/02/2013,High.End_Media,No Easter,Central-Bajio,4.7375,11.5645,11.5377,81.2909,94.6710,77.4643,0.0500
01/02/2013,Value_Bote,No Easter,Norte,-0.5262,9.5824,9.5548,81.2909,94.6710,72.6429,0.0000
01/02/2013,Value_Media,No Easter,Central-Bajio,14.4322,10.1639,10.0920,81.2909,94.6710,66.7837,0.0209
01/02/2013,Value_Media,No Easter,Centro Sur,12.9792,10.1484,10.0857,81.2909,94.6710,75.6071,0.0000
01/02/2013,Value_Media,No Easter,Norte,13.4462,10.1649,10.0580,81.2909,94.6710,65.8330,0.0212
01/02/2013,Value_Media,No Easter,Occidente,13.3632,10.0838,10.0421,81.2909,94.6710,65.1469,0.0000
01/02/2013,Value_Media,No Easter,Sureste,12.8435,10.0958,9.9870,81.2909,94.6710,78.0355,0.4801
01/03/2013,Core.plus_Bote,Easter,Central-Bajio,16.1704,10.2745,10.1257,81.8874,97.0670,65.9706,0.4756
01/03/2013,Core.plus_Bote,Easter,Centro Sur,14.8388,10.2613,10.1800,81.8874,97.0670,76.1290,0.0000
01/03/2013,Core.plus_Bote,Easter,Norte,15.9631,10.2398,10.1243,81.8874,97.0670,69.9985,0.1230
01/03/2013,Core.plus_Bote,Easter,Occidente,16.1056,10.2410,10.1323,81.8874,97.0670,67.3502,0.0000
01/03/2013,Core.plus_Bote,Easter,Sureste,15.7796,10.2442,10.1210,81.8874,97.0670,76.8217,0.6775
01/03/2013,Core.plus_Familiar,Easter,Norte,10.7395,10.2778,10.2036,81.8874,97.0670,69.3081,0.0095
01/03/2013,Core.plus_Laton,Easter,Norte,10.1608,10.1624,10.1121,81.8874,97.0670,72.0323,0.2700
01/03/2013,Core.plus_Laton,Easter,Occidente,11.5168,9.5355,9.5355,81.8874,97.0670,NA,NA
01/03/2013,Core.plus_Laton,Easter,Sureste,10.8101,9.8564,9.8250,81.8874,97.0670,75.9355,0.5300
01/03/2013,Core.plus_Media,Easter,Central-Bajio,13.1756,10.3347,10.2817,81.8874,97.0670,65.0615,0.4204
01/03/2013,Core.plus_Media,Easter,Centro Sur,11.4830,10.3219,10.2372,81.8874,97.0670,76.1290,0.0000
01/03/2013,Core.plus_Media,Easter,Norte,11.8895,10.3367,10.2573,81.8874,97.0670,69.6495,0.1272
01/03/2013,Core.plus_Media,Easter,Occidente,11.7698,10.3222,10.1649,81.8874,97.0670,67.2909,0.0000
01/03/2013,Core.plus_Media,Easter,Sureste,12.2419,10.2820,10.1793,81.8874,97.0670,76.9939,0.5899
01/03/2013,Core_Bote,Easter,Central-Bajio,13.9028,10.1984,10.1504,81.8874,97.0670,64.7635,0.3979
01/03/2013,Core_Bote,Easter,Centro Sur,11.0569,10.2533,10.2033,81.8874,97.0670,76.1290,0.0000
01/03/2013,Core_Bote,Easter,Norte,14.5858,10.2848,10.1672,81.8874,97.0670,69.6256,0.0951
01/03/2013,Core_Bote,Easter,Occidente,14.8274,10.2459,10.1380,81.8874,97.0670,67.7195,0.0000
01/03/2013,Core_Bote,Easter,Sureste,12.8634,10.0897,9.9684,81.8874,97.0670,76.5701,0.6122
01/03/2013,Core_Cuarto,Easter,Central-Bajio,14.4439,10.0121,9.9351,81.8874,97.0670,65.7669,0.4758
01/03/2013,Core_Cuarto,Easter,Centro Sur,13.8169,10.0497,9.9500,81.8874,97.0670,76.1290,0.0000
01/03/2013,Core_Cuarto,Easter,Norte,14.2831,10.0513,9.9262,81.8874,97.0670,70.6481,0.1358
01/03/2013,Core_Cuarto,Easter,Occidente,14.8417,10.0155,9.9081,81.8874,97.0670,69.6376,0.0000
01/03/2013,Core_Cuarto,Easter,Sureste,15.4587,9.9137,9.8198,81.8874,97.0670,77.1277,0.6332
01/03/2013,Core_Familiar,Easter,Central-Bajio,16.2072,9.7683,9.7000,81.8874,97.0670,65.4497,0.4501
01/03/2013,Core_Familiar,Easter,Centro Sur,14.2196,9.8295,9.7636,81.8874,97.0670,76.1290,0.0000
01/03/2013,Core_Familiar,Easter,Norte,15.6992,9.8996,9.7999,81.8874,97.0670,69.9880,0.1035
01/03/2013,Core_Familiar,Easter,Occidente,15.1976,9.8428,9.7645,81.8874,97.0670,70.2385,0.0000
01/03/2013,Core_Familiar,Easter,Sureste,15.5695,9.7935,9.6932,81.8874,97.0670,77.1852,0.6207
01/03/2013,Core_Laton,Easter,Central-Bajio,12.8059,9.8902,9.8660,81.8874,97.0670,62.7249,0.2286
01/03/2013,Core_Laton,Easter,Norte,11.5877,10.3718,10.3058,81.8874,97.0670,70.1356,0.0935
01/03/2013,Core_Laton,Easter,Occidente,14.3467,10.0526,9.9622,81.8874,97.0670,65.8665,0.0000
01/03/2013,Core_Laton,Easter,Sureste,9.2965,10.0135,9.8972,81.8874,97.0670,76.3088,0.3725
01/03/2013,Core_Media,Easter,Central-Bajio,16.6796,9.8842,9.8031,81.8874,97.0670,65.6704,0.4782
01/03/2013,Core_Media,Easter,Centro Sur,16.2836,9.8549,9.7701,81.8874,97.0670,76.1290,0.0000
01/03/2013,Core_Media,Easter,Norte,15.3850,10.0707,9.9676,81.8874,97.0670,69.8229,0.1204
01/03/2013,Core_Media,Easter,Occidente,16.3961,9.9013,9.8156,81.8874,97.0670,67.1793,0.0000
01/03/2013,Core_Media,Easter,Sureste,15.8074,9.7987,9.7156,81.8874,97.0670,76.7879,0.4935
01/03/2013,Core_Mega,Easter,Central-Bajio,17.4932,9.7611,9.6820,81.8874,97.0670,65.4167,0.4578
01/03/2013,Core_Mega,Easter,Centro Sur,16.2344,9.7560,9.6851,81.8874,97.0670,76.1290,0.0000
01/03/2013,Core_Mega,Easter,Norte,16.0761,9.7369,9.6352,81.8874,97.0670,69.7333,0.1301
01/03/2013,Core_Mega,Easter,Occidente,16.6591,9.7311,9.6432,81.8874,97.0670,67.4999,0.0000
01/03/2013,Core_Mega,Easter,Sureste,15.1926,9.5575,9.4945,81.8874,97.0670,76.8934,0.6860
01/03/2013,High.End_Bote,Easter,Central-Bajio,9.8501,10.4223,10.3887,81.8874,97.0670,64.9527,0.4199
01/03/2013,High.End_Bote,Easter,Centro Sur,8.2335,10.4836,10.4731,81.8874,97.0670,76.1290,0.0000
01/03/2013,High.End_Bote,Easter,Norte,6.5755,10.3537,10.2858,81.8874,97.0670,67.4721,0.1256
01/03/2013,High.End_Bote,Easter,Occidente,9.0011,10.3061,10.2238,81.8874,97.0670,65.4242,0.0000
01/03/2013,High.End_Bote,Easter,Sureste,4.5063,10.4382,10.3952,81.8874,97.0670,75.5806,0.2500
01/03/2013,High.End_Media,Easter,Central-Bajio,5.1106,11.5923,11.5554,81.8874,97.0670,75.4194,1.0700
01/03/2013,Value_Bote,Easter,Norte,0.4195,9.6490,9.6214,81.8874,97.0670,72.0323,0.2700
01/03/2013,Value_Media,Easter,Central-Bajio,14.7270,10.1617,10.0861,81.8874,97.0670,65.7521,0.4633
01/03/2013,Value_Media,Easter,Centro Sur,13.3395,10.1739,10.1111,81.8874,97.0670,76.1290,0.0000
01/03/2013,Value_Media,Easter,Norte,13.8890,10.1720,10.0630,81.8874,97.0670,70.1123,0.1302
01/03/2013,Value_Media,Easter,Occidente,13.6413,10.1320,10.0802,81.8874,97.0670,67.0094,0.0000
01/03/2013,Value_Media,Easter,Sureste,13.1492,10.1215,10.0142,81.8874,97.0670,76.9705,0.6643
01/04/2013,Core.plus_Bote,No Easter,Central-Bajio,16.0244,10.3377,10.1796,81.9415,99.9190,73.5998,0.7483
01/04/2013,Core.plus_Bote,No Easter,Centro Sur,14.4905,10.3269,10.2349,81.9415,99.9190,81.5667,0.3700
01/04/2013,Core.plus_Bote,No Easter,Norte,15.8222,10.2828,10.1437,81.9415,99.9190,75.4352,0.1054
01/04/2013,Core.plus_Bote,No Easter,Occidente,15.8248,10.3073,10.1791,81.9415,99.9190,72.8431,0.0000
01/04/2013,Core.plus_Bote,No Easter,Sureste,15.5821,10.2883,10.1563,81.9415,99.9190,82.8307,0.1207
01/04/2013,Core.plus_Familiar,No Easter,Norte,10.6374,10.2985,10.2208,81.9415,99.9190,74.3080,0.0166
01/04/2013,Core.plus_Laton,No Easter,Norte,10.0987,10.1782,10.1239,81.9415,99.9190,76.6333,0.1400
01/04/2013,Core.plus_Laton,No Easter,Occidente,8.0599,9.5286,9.5286,81.9415,99.9190,NA,NA
01/04/2013,Core.plus_Laton,No Easter,Sureste,10.9543,9.8663,9.8385,81.9415,99.9190,80.9643,0.0000
01/04/2013,Core.plus_Media,No Easter,Central-Bajio,13.2188,10.4075,10.3542,81.9415,99.9190,72.4658,0.6037
01/04/2013,Core.plus_Media,No Easter,Centro Sur,11.3837,10.3614,10.2667,81.9415,99.9190,81.5667,0.3700
01/04/2013,Core.plus_Media,No Easter,Norte,11.8484,10.3388,10.2587,81.9415,99.9190,75.3739,0.1153
01/04/2013,Core.plus_Media,No Easter,Occidente,11.7188,10.3242,10.2407,81.9415,99.9190,72.5204,0.0000
01/04/2013,Core.plus_Media,No Easter,Sureste,12.1486,10.3225,10.2147,81.9415,99.9190,82.7993,0.1265
01/04/2013,Core_Bote,No Easter,Central-Bajio,13.9407,10.2392,10.1940,81.9415,99.9190,72.5437,0.6032
01/04/2013,Core_Bote,No Easter,Centro Sur,10.7147,10.3026,10.2374,81.9415,99.9190,81.5667,0.3700
01/04/2013,Core_Bote,No Easter,Norte,14.3794,10.3110,10.1903,81.9415,99.9190,75.0887,0.0915
01/04/2013,Core_Bote,No Easter,Occidente,14.5330,10.2776,10.1695,81.9415,99.9190,72.6975,0.0000
01/04/2013,Core_Bote,No Easter,Sureste,12.7812,10.0960,9.9680,81.9415,99.9190,82.7005,0.1088
01/04/2013,Core_Cuarto,No Easter,Central-Bajio,14.7189,10.0629,9.9873,81.9415,99.9190,73.2717,0.7466
01/04/2013,Core_Cuarto,No Easter,Centro Sur,13.9913,10.1040,10.0037,81.9415,99.9190,81.5667,0.3700
01/04/2013,Core_Cuarto,No Easter,Norte,14.2857,10.0928,9.9392,81.9415,99.9190,75.6771,0.1000
01/04/2013,Core_Cuarto,No Easter,Occidente,14.7803,10.0804,9.9584,81.9415,99.9190,74.6420,0.0000
01/04/2013,Core_Cuarto,No Easter,Sureste,15.4902,9.9710,9.8728,81.9415,99.9190,82.7464,0.1281
01/04/2013,Core_Familiar,No Easter,Central-Bajio,16.4362,9.8147,9.7468,81.9415,99.9190,72.8605,0.6677
01/04/2013,Core_Familiar,No Easter,Centro Sur,14.1954,9.8749,9.8038,81.9415,99.9190,81.5667,0.3700
01/04/2013,Core_Familiar,No Easter,Norte,15.7624,9.9260,9.8172,81.9415,99.9190,75.1646,0.0948
01/04/2013,Core_Familiar,No Easter,Occidente,15.2262,9.8675,9.7796,81.9415,99.9190,74.6470,0.0000
01/04/2013,Core_Familiar,No Easter,Sureste,15.6357,9.8204,9.7164,81.9415,99.9190,82.7645,0.1083
01/04/2013,Core_Laton,No Easter,Central-Bajio,12.3476,10.0622,10.0392,81.9415,99.9190,70.9984,0.0112
01/04/2013,Core_Laton,No Easter,Norte,11.5677,10.3597,10.2970,81.9415,99.9190,75.2677,0.0890
01/04/2013,Core_Laton,No Easter,Occidente,14.3187,10.0946,9.9921,81.9415,99.9190,71.3225,0.0000
01/04/2013,Core_Laton,No Easter,Sureste,9.2656,10.0684,9.9445,81.9415,99.9190,81.8702,0.3052
01/04/2013,Core_Media,No Easter,Central-Bajio,16.8352,9.9304,9.8537,81.9415,99.9190,72.9513,0.7242
01/04/2013,Core_Media,No Easter,Centro Sur,16.2919,9.8906,9.7978,81.9415,99.9190,81.5667,0.3700
01/04/2013,Core_Media,No Easter,Norte,15.3512,10.0927,9.9822,81.9415,99.9190,75.3981,0.1043
01/04/2013,Core_Media,No Easter,Occidente,16.4826,9.9133,9.8247,81.9415,99.9190,72.5486,0.0000
01/04/2013,Core_Media,No Easter,Sureste,15.8420,9.8180,9.7301,81.9415,99.9190,82.5505,0.0754
01/04/2013,Core_Mega,No Easter,Central-Bajio,17.5747,9.8291,9.7521,81.9415,99.9190,72.7651,0.6731
01/04/2013,Core_Mega,No Easter,Centro Sur,16.3019,9.7904,9.7183,81.9415,99.9190,81.5667,0.3700
01/04/2013,Core_Mega,No Easter,Norte,16.0752,9.7921,9.7016,81.9415,99.9190,75.2545,0.1196
01/04/2013,Core_Mega,No Easter,Occidente,16.8103,9.7774,9.6910,81.9415,99.9190,73.0221,0.0000
01/04/2013,Core_Mega,No Easter,Sureste,15.3374,9.5845,9.5178,81.9415,99.9190,82.8974,0.1650
01/04/2013,High.End_Bote,No Easter,Central-Bajio,9.7746,10.4491,10.4171,81.9415,99.9190,72.3159,0.5755
01/04/2013,High.End_Bote,No Easter,Centro Sur,8.0189,10.4853,10.4660,81.9415,99.9190,81.5667,0.3700
01/04/2013,High.End_Bote,No Easter,Norte,6.2521,10.3590,10.3002,81.9415,99.9190,74.7097,0.1580
01/04/2013,High.End_Bote,No Easter,Occidente,8.7187,10.3625,10.2660,81.9415,99.9190,70.7781,0.0000
01/04/2013,High.End_Bote,No Easter,Sureste,4.4947,10.4444,10.3889,81.9415,99.9190,82.1000,0.0000
01/04/2013,High.End_Media,No Easter,Central-Bajio,5.2213,11.6392,11.5784,81.9415,99.9190,83.4000,2.0400
01/04/2013,Value_Bote,No Easter,Norte,-0.3566,9.6493,9.6217,81.9415,99.9190,76.6333,0.1400
01/04/2013,Value_Media,No Easter,Central-Bajio,14.6509,10.2041,10.1333,81.9415,99.9190,73.5016,0.7169
01/04/2013,Value_Media,No Easter,Centro Sur,13.0982,10.2048,10.1356,81.9415,99.9190,81.5667,0.3700
01/04/2013,Value_Media,No Easter,Norte,13.9470,10.2134,10.0703,81.9415,99.9190,75.5232,0.1080
01/04/2013,Value_Media,No Easter,Occidente,13.5417,10.1999,10.1253,81.9415,99.9190,72.1306,0.0000
01/04/2013,Value_Media,No Easter,Sureste,13.1356,10.1339,10.0295,81.9415,99.9190,82.8058,0.1104
01/05/2013,Core.plus_Bote,No Easter,Central-Bajio,16.1589,10.3370,10.1826,81.6688,102.2800,73.2436,2.2358
01/05/2013,Core.plus_Bote,No Easter,Centro Sur,14.6404,10.3214,10.2441,81.6688,102.2800,80.0968,5.0900
01/05/2013,Core.plus_Bote,No Easter,Norte,16.0102,10.2911,10.1689,81.6688,102.2800,79.7526,0.5197
01/05/2013,Core.plus_Bote,No Easter,Occidente,15.9125,10.3368,10.2136,81.6688,102.2800,75.6338,0.3778
01/05/2013,Core.plus_Bote,No Easter,Sureste,15.6746,10.2962,10.1691,81.6688,102.2800,83.2408,2.3569
01/05/2013,Core.plus_Familiar,No Easter,Norte,10.8078,10.2938,10.2167,81.6688,102.2800,79.4796,0.1138
01/05/2013,Core.plus_Laton,No Easter,Norte,10.2428,10.1994,10.1431,81.6688,102.2800,80.3548,1.4000
01/05/2013,Core.plus_Laton,No Easter,Sureste,10.9169,9.8833,9.8517,81.6688,102.2800,82.2903,8.0800
01/05/2013,Core.plus_Media,No Easter,Central-Bajio,13.2210,10.4209,10.3694,81.6688,102.2800,72.4438,2.1176
01/05/2013,Core.plus_Media,No Easter,Centro Sur,11.4475,10.3741,10.2888,81.6688,102.2800,80.0968,5.0900
01/05/2013,Core.plus_Media,No Easter,Norte,11.9492,10.3494,10.2712,81.6688,102.2800,79.5815,0.4886
01/05/2013,Core.plus_Media,No Easter,Occidente,11.7208,10.3622,10.2782,81.6688,102.2800,75.3379,0.3890
